node_index,node_id,node_type,node_name,node_source,node_classification
834,64754,gene_protein,SMYD3,NCBI,Gene
835,3960,gene_protein,LGALS4,NCBI,Gene
836,991,gene_protein,CDC20,NCBI,Gene
837,1742,gene_protein,DLG4,NCBI,Gene
838,23180,gene_protein,RFTN1,NCBI,Gene
839,1639,gene_protein,DCTN1,NCBI,Gene
841,1289,gene_protein,COL5A1,NCBI,Gene
842,51073,gene_protein,MRPL4,NCBI,Gene
843,7185,gene_protein,TRAF1,NCBI,Gene
844,6696,gene_protein,SPP1,NCBI,Gene
845,7812,gene_protein,CSDE1,NCBI,Gene
846,944,gene_protein,TNFSF8,NCBI,Gene
848,6141,gene_protein,RPL18,NCBI,Gene
850,10252,gene_protein,SPRY1,NCBI,Gene
853,8727,gene_protein,CTNNAL1,NCBI,Gene
854,498,gene_protein,ATP5F1A,NCBI,Gene
855,6709,gene_protein,SPTAN1,NCBI,Gene
856,78988,gene_protein,MRPL57,NCBI,Gene
857,1643,gene_protein,DDB2,NCBI,Gene
858,4771,gene_protein,NF2,NCBI,Gene
859,51133,gene_protein,KCTD3,NCBI,Gene
860,292,gene_protein,SLC25A5,NCBI,Gene
861,10865,gene_protein,ARID5A,NCBI,Gene
862,3516,gene_protein,RBPJ,NCBI,Gene
863,1654,gene_protein,DDX3X,NCBI,Gene
864,3358,gene_protein,HTR2C,NCBI,Gene
865,3881,gene_protein,KRT31,NCBI,Gene
866,5595,gene_protein,MAPK3,NCBI,Gene
867,10342,gene_protein,TFG,NCBI,Gene
868,11335,gene_protein,CBX3,NCBI,Gene
869,2553,gene_protein,GABPB1,NCBI,Gene
870,7597,gene_protein,ZBTB25,NCBI,Gene
873,4142,gene_protein,MAS1,NCBI,Gene
874,3736,gene_protein,KCNA1,NCBI,Gene
876,85291,gene_protein,KRTAP4-2,NCBI,Gene
877,83899,gene_protein,KRTAP9-2,NCBI,Gene
878,4607,gene_protein,MYBPC3,NCBI,Gene
880,5339,gene_protein,PLEC,NCBI,Gene
881,9172,gene_protein,MYOM2,NCBI,Gene
882,467,gene_protein,ATF3,NCBI,Gene
885,6137,gene_protein,RPL13,NCBI,Gene
886,51075,gene_protein,TMX2,NCBI,Gene
888,4882,gene_protein,NPR2,NCBI,Gene
889,6143,gene_protein,RPL19,NCBI,Gene
890,1452,gene_protein,CSNK1A1,NCBI,Gene
891,7841,gene_protein,MOGS,NCBI,Gene
892,9219,gene_protein,MTA2,NCBI,Gene
894,2027,gene_protein,ENO3,NCBI,Gene
895,10799,gene_protein,RPP40,NCBI,Gene
896,4110,gene_protein,MAGEA11,NCBI,Gene
898,55588,gene_protein,MED29,NCBI,Gene
899,115265,gene_protein,DDIT4L,NCBI,Gene
900,51439,gene_protein,FAM8A1,NCBI,Gene
901,27347,gene_protein,STK39,NCBI,Gene
902,5599,gene_protein,MAPK8,NCBI,Gene
903,8548,gene_protein,BLZF1,NCBI,Gene
904,4163,gene_protein,MCC,NCBI,Gene
905,6193,gene_protein,RPS5,NCBI,Gene
906,23218,gene_protein,NBEAL2,NCBI,Gene
908,392,gene_protein,ARHGAP1,NCBI,Gene
909,1287,gene_protein,COL4A5,NCBI,Gene
911,2002,gene_protein,ELK1,NCBI,Gene
912,6498,gene_protein,SKIL,NCBI,Gene
914,55722,gene_protein,CEP72,NCBI,Gene
915,9277,gene_protein,WDR46,NCBI,Gene
917,6191,gene_protein,RPS4X,NCBI,Gene
918,3304,gene_protein,HSPA1B,NCBI,Gene
919,1284,gene_protein,COL4A2,NCBI,Gene
921,84708,gene_protein,LNX1,NCBI,Gene
922,6142,gene_protein,RPL18A,NCBI,Gene
924,170392,gene_protein,OIT3,NCBI,Gene
926,85364,gene_protein,ZCCHC3,NCBI,Gene
927,5575,gene_protein,PRKAR1B,NCBI,Gene
928,2556,gene_protein,GABRA3,NCBI,Gene
929,1896,gene_protein,EDA,NCBI,Gene
930,79913,gene_protein,ACTR5,NCBI,Gene
932,6130,gene_protein,RPL7A,NCBI,Gene
934,64221,gene_protein,ROBO3,NCBI,Gene
935,9382,gene_protein,COG1,NCBI,Gene
936,5607,gene_protein,MAP2K5,NCBI,Gene
937,7741,gene_protein,ZSCAN26,NCBI,Gene
941,808,gene_protein,CALM3,NCBI,Gene
943,10180,gene_protein,RBM6,NCBI,Gene
944,54780,gene_protein,NSMCE4A,NCBI,Gene
945,6640,gene_protein,SNTA1,NCBI,Gene
946,94107,gene_protein,TMEM203,NCBI,Gene
949,4869,gene_protein,NPM1,NCBI,Gene
951,7745,gene_protein,ZKSCAN8,NCBI,Gene
952,5863,gene_protein,RGL2,NCBI,Gene
954,1997,gene_protein,ELF1,NCBI,Gene
955,2767,gene_protein,GNA11,NCBI,Gene
956,10769,gene_protein,PLK2,NCBI,Gene
957,2564,gene_protein,GABRE,NCBI,Gene
959,8678,gene_protein,BECN1,NCBI,Gene
960,6585,gene_protein,SLIT1,NCBI,Gene
961,1948,gene_protein,EFNB2,NCBI,Gene
963,2306,gene_protein,FOXD2,NCBI,Gene
965,11066,gene_protein,SNRNP35,NCBI,Gene
966,163154,gene_protein,PRR22,NCBI,Gene
969,84078,gene_protein,KBTBD7,NCBI,Gene
971,84912,gene_protein,SLC35B4,NCBI,Gene
973,3551,gene_protein,IKBKB,NCBI,Gene
974,8836,gene_protein,GGH,NCBI,Gene
975,81555,gene_protein,YIPF5,NCBI,Gene
976,6917,gene_protein,TCEA1,NCBI,Gene
978,10838,gene_protein,ZNF275,NCBI,Gene
979,10573,gene_protein,MRPL28,NCBI,Gene
980,4880,gene_protein,NPPC,NCBI,Gene
981,2303,gene_protein,FOXC2,NCBI,Gene
982,2551,gene_protein,GABPA,NCBI,Gene
984,3676,gene_protein,ITGA4,NCBI,Gene
986,8784,gene_protein,TNFRSF18,NCBI,Gene
987,9209,gene_protein,LRRFIP2,NCBI,Gene
988,5894,gene_protein,RAF1,NCBI,Gene
989,5468,gene_protein,PPARG,NCBI,Gene
990,116461,gene_protein,TSEN15,NCBI,Gene
991,5997,gene_protein,RGS2,NCBI,Gene
992,23421,gene_protein,ITGB3BP,NCBI,Gene
995,182,gene_protein,JAG1,NCBI,Gene
996,2683,gene_protein,B4GALT1,NCBI,Gene
997,90196,gene_protein,SYS1,NCBI,Gene
998,9586,gene_protein,CREB5,NCBI,Gene
999,4007,gene_protein,PRICKLE3,NCBI,Gene
1001,3621,gene_protein,ING1,NCBI,Gene
1002,6777,gene_protein,STAT5B,NCBI,Gene
1003,6835,gene_protein,SURF2,NCBI,Gene
1004,3553,gene_protein,IL1B,NCBI,Gene
1005,9204,gene_protein,ZMYM6,NCBI,Gene
1006,8936,gene_protein,WASF1,NCBI,Gene
1008,84281,gene_protein,C2orf88,NCBI,Gene
1009,8677,gene_protein,STX10,NCBI,Gene
1010,4172,gene_protein,MCM3,NCBI,Gene
1011,79863,gene_protein,RBFA,NCBI,Gene
1013,2158,gene_protein,F9,NCBI,Gene
1015,4601,gene_protein,MXI1,NCBI,Gene
1016,5591,gene_protein,PRKDC,NCBI,Gene
1018,23624,gene_protein,CBLC,NCBI,Gene
1019,6721,gene_protein,SREBF2,NCBI,Gene
1022,25994,gene_protein,HIGD1A,NCBI,Gene
1024,30014,gene_protein,SPANXA1,NCBI,Gene
1028,29997,gene_protein,NOP53,NCBI,Gene
1030,9704,gene_protein,DHX34,NCBI,Gene
1031,26330,gene_protein,GAPDHS,NCBI,Gene
1032,5883,gene_protein,RAD9A,NCBI,Gene
1033,6050,gene_protein,RNH1,NCBI,Gene
1035,81853,gene_protein,TMEM14B,NCBI,Gene
1036,64061,gene_protein,TSPYL2,NCBI,Gene
1038,23102,gene_protein,TBC1D2B,NCBI,Gene
1039,1687,gene_protein,GSDME,NCBI,Gene
1041,2005,gene_protein,ELK4,NCBI,Gene
1042,10174,gene_protein,SORBS3,NCBI,Gene
1043,56063,gene_protein,TMEM234,NCBI,Gene
1044,3357,gene_protein,HTR2B,NCBI,Gene
1046,3054,gene_protein,HCFC1,NCBI,Gene
1049,785,gene_protein,CACNB4,NCBI,Gene
1052,7168,gene_protein,TPM1,NCBI,Gene
1054,9774,gene_protein,BCLAF1,NCBI,Gene
1057,207,gene_protein,AKT1,NCBI,Gene
1058,23234,gene_protein,DNAJC9,NCBI,Gene
1059,54682,gene_protein,MANSC1,NCBI,Gene
1060,26003,gene_protein,GORASP2,NCBI,Gene
1061,5125,gene_protein,PCSK5,NCBI,Gene
1062,6041,gene_protein,RNASEL,NCBI,Gene
1064,5966,gene_protein,REL,NCBI,Gene
1065,11198,gene_protein,SUPT16H,NCBI,Gene
1067,2783,gene_protein,GNB2,NCBI,Gene
1068,54870,gene_protein,QRICH1,NCBI,Gene
1069,815,gene_protein,CAMK2A,NCBI,Gene
1070,4522,gene_protein,MTHFD1,NCBI,Gene
1072,9817,gene_protein,KEAP1,NCBI,Gene
1073,2782,gene_protein,GNB1,NCBI,Gene
1074,1163,gene_protein,CKS1B,NCBI,Gene
1075,5780,gene_protein,PTPN9,NCBI,Gene
1076,23001,gene_protein,WDFY3,NCBI,Gene
1078,7718,gene_protein,ZNF165,NCBI,Gene
1082,2188,gene_protein,FANCF,NCBI,Gene
1085,8260,gene_protein,NAA10,NCBI,Gene
1086,27249,gene_protein,MMADHC,NCBI,Gene
1087,3884,gene_protein,KRT33B,NCBI,Gene
1088,1667,gene_protein,DEFA1,NCBI,Gene
1089,10919,gene_protein,EHMT2,NCBI,Gene
1090,1912,gene_protein,PHC2,NCBI,Gene
1092,26063,gene_protein,DECR2,NCBI,Gene
1093,3043,gene_protein,HBB,NCBI,Gene
1094,5021,gene_protein,OXTR,NCBI,Gene
1096,337967,gene_protein,KRTAP6-2,NCBI,Gene
1098,5978,gene_protein,REST,NCBI,Gene
1100,20,gene_protein,ABCA2,NCBI,Gene
1101,1003,gene_protein,CDH5,NCBI,Gene
1102,8399,gene_protein,PLA2G10,NCBI,Gene
1103,527,gene_protein,ATP6V0C,NCBI,Gene
1104,558,gene_protein,AXL,NCBI,Gene
1105,2976,gene_protein,GTF3C2,NCBI,Gene
1106,4291,gene_protein,MLF1,NCBI,Gene
1107,10363,gene_protein,HMG20A,NCBI,Gene
1109,7545,gene_protein,ZIC1,NCBI,Gene
1111,79959,gene_protein,CEP76,NCBI,Gene
1113,85376,gene_protein,RIMBP3,NCBI,Gene
1114,26,gene_protein,AOC1,NCBI,Gene
1116,25970,gene_protein,SH2B1,NCBI,Gene
1120,5428,gene_protein,POLG,NCBI,Gene
1121,7267,gene_protein,TTC3,NCBI,Gene
1122,5465,gene_protein,PPARA,NCBI,Gene
1123,117144,gene_protein,CATSPER1,NCBI,Gene
1124,8398,gene_protein,PLA2G6,NCBI,Gene
1125,23541,gene_protein,SEC14L2,NCBI,Gene
1126,4001,gene_protein,LMNB1,NCBI,Gene
1128,165140,gene_protein,OXER1,NCBI,Gene
1129,6934,gene_protein,TCF7L2,NCBI,Gene
1130,85378,gene_protein,TUBGCP6,NCBI,Gene
1131,85365,gene_protein,ALG2,NCBI,Gene
1134,87,gene_protein,ACTN1,NCBI,Gene
1135,1500,gene_protein,CTNND1,NCBI,Gene
1138,6817,gene_protein,SULT1A1,NCBI,Gene
1140,6248,gene_protein,RSC1A1,NCBI,Gene
1141,10240,gene_protein,MRPS31,NCBI,Gene
1143,27086,gene_protein,FOXP1,NCBI,Gene
1144,57120,gene_protein,GOPC,NCBI,Gene
1145,28620,gene_protein,TRBV2,NCBI,Gene
1149,56897,gene_protein,WRNIP1,NCBI,Gene
1150,10385,gene_protein,BTN2A2,NCBI,Gene
1151,4790,gene_protein,NFKB1,NCBI,Gene
1152,8227,gene_protein,AKAP17A,NCBI,Gene
1153,7508,gene_protein,XPC,NCBI,Gene
1154,54903,gene_protein,MKS1,NCBI,Gene
1156,1182,gene_protein,CLCN3,NCBI,Gene
1157,28965,gene_protein,SLC27A6,NCBI,Gene
1158,90993,gene_protein,CREB3L1,NCBI,Gene
1159,4066,gene_protein,LYL1,NCBI,Gene
1160,88,gene_protein,ACTN2,NCBI,Gene
1161,3594,gene_protein,IL12RB1,NCBI,Gene
1163,27020,gene_protein,NPTN,NCBI,Gene
1165,778,gene_protein,CACNA1F,NCBI,Gene
1166,6493,gene_protein,SIM2,NCBI,Gene
1168,1026,gene_protein,CDKN1A,NCBI,Gene
1169,5439,gene_protein,POLR2J,NCBI,Gene
1173,845,gene_protein,CASQ2,NCBI,Gene
1174,1045,gene_protein,CDX2,NCBI,Gene
1177,1198,gene_protein,CLK3,NCBI,Gene
1178,162,gene_protein,AP1B1,NCBI,Gene
1179,6996,gene_protein,TDG,NCBI,Gene
1180,1875,gene_protein,E2F5,NCBI,Gene
1182,7391,gene_protein,USF1,NCBI,Gene
1183,688,gene_protein,KLF5,NCBI,Gene
1184,5518,gene_protein,PPP2R1A,NCBI,Gene
1185,9570,gene_protein,GOSR2,NCBI,Gene
1186,883,gene_protein,KYAT1,NCBI,Gene
1187,6203,gene_protein,RPS9,NCBI,Gene
1189,55536,gene_protein,CDCA7L,NCBI,Gene
1194,8341,gene_protein,H2BC15,NCBI,Gene
1195,1627,gene_protein,DBN1,NCBI,Gene
1196,1613,gene_protein,DAPK3,NCBI,Gene
1197,2859,gene_protein,GPR35,NCBI,Gene
1198,3651,gene_protein,PDX1,NCBI,Gene
1201,10059,gene_protein,DNM1L,NCBI,Gene
1202,113878,gene_protein,DTX2,NCBI,Gene
1208,8417,gene_protein,STX7,NCBI,Gene
1209,22950,gene_protein,SLC4A1AP,NCBI,Gene
1210,8818,gene_protein,DPM2,NCBI,Gene
1211,4004,gene_protein,LMO1,NCBI,Gene
1215,8531,gene_protein,YBX3,NCBI,Gene
1216,2192,gene_protein,FBLN1,NCBI,Gene
1217,1936,gene_protein,EEF1D,NCBI,Gene
1219,10439,gene_protein,OLFM1,NCBI,Gene
1221,3784,gene_protein,KCNQ1,NCBI,Gene
1222,56997,gene_protein,COQ8A,NCBI,Gene
1223,60412,gene_protein,EXOC4,NCBI,Gene
1228,79068,gene_protein,FTO,NCBI,Gene
1229,657,gene_protein,BMPR1A,NCBI,Gene
1231,23741,gene_protein,EID1,NCBI,Gene
1232,55231,gene_protein,CCDC87,NCBI,Gene
1236,330,gene_protein,BIRC3,NCBI,Gene
1239,4261,gene_protein,CIITA,NCBI,Gene
1241,2962,gene_protein,GTF2F1,NCBI,Gene
1242,7156,gene_protein,TOP3A,NCBI,Gene
1243,200523,gene_protein,TEX37,NCBI,Gene
1246,2891,gene_protein,GRIA2,NCBI,Gene
1249,53615,gene_protein,MBD3,NCBI,Gene
1250,4005,gene_protein,LMO2,NCBI,Gene
1251,65062,gene_protein,TMEM237,NCBI,Gene
1253,9319,gene_protein,TRIP13,NCBI,Gene
1255,6418,gene_protein,SET,NCBI,Gene
1256,1489,gene_protein,CTF1,NCBI,Gene
1257,22907,gene_protein,DHX30,NCBI,Gene
1258,2213,gene_protein,FCGR2B,NCBI,Gene
1259,6804,gene_protein,STX1A,NCBI,Gene
1260,3956,gene_protein,LGALS1,NCBI,Gene
1261,25816,gene_protein,TNFAIP8,NCBI,Gene
1262,9538,gene_protein,EI24,NCBI,Gene
1263,55624,gene_protein,POMGNT1,NCBI,Gene
1264,2189,gene_protein,FANCG,NCBI,Gene
1265,2967,gene_protein,GTF2H3,NCBI,Gene
1266,79666,gene_protein,PLEKHF2,NCBI,Gene
1269,7277,gene_protein,TUBA4A,NCBI,Gene
1270,189,gene_protein,AGXT,NCBI,Gene
1271,8379,gene_protein,MAD1L1,NCBI,Gene
1272,910,gene_protein,CD1B,NCBI,Gene
1273,4802,gene_protein,NFYC,NCBI,Gene
1276,8030,gene_protein,CCDC6,NCBI,Gene
1278,2709,gene_protein,GJB5,NCBI,Gene
1280,6883,gene_protein,TAF12,NCBI,Gene
1281,1562,gene_protein,CYP2C18,NCBI,Gene
1282,375307,gene_protein,CATIP,NCBI,Gene
1283,1031,gene_protein,CDKN2C,NCBI,Gene
1284,5720,gene_protein,PSME1,NCBI,Gene
1285,7049,gene_protein,TGFBR3,NCBI,Gene
1286,1612,gene_protein,DAPK1,NCBI,Gene
1288,388677,gene_protein,NOTCH2NLA,NCBI,Gene
1289,4887,gene_protein,NPY2R,NCBI,Gene
1290,23281,gene_protein,MTUS2,NCBI,Gene
1293,55885,gene_protein,LMO3,NCBI,Gene
1296,3094,gene_protein,HINT1,NCBI,Gene
1298,2263,gene_protein,FGFR2,NCBI,Gene
1299,3587,gene_protein,IL10RA,NCBI,Gene
1300,11277,gene_protein,TREX1,NCBI,Gene
1301,2622,gene_protein,GAS8,NCBI,Gene
1303,3198,gene_protein,HOXA1,NCBI,Gene
1304,55755,gene_protein,CDK5RAP2,NCBI,Gene
1305,7283,gene_protein,TUBG1,NCBI,Gene
1306,4798,gene_protein,NFRKB,NCBI,Gene
1307,3200,gene_protein,HOXA3,NCBI,Gene
1308,84129,gene_protein,ACAD11,NCBI,Gene
1311,6531,gene_protein,SLC6A3,NCBI,Gene
1314,5885,gene_protein,RAD21,NCBI,Gene
1316,23358,gene_protein,USP24,NCBI,Gene
1318,1196,gene_protein,CLK2,NCBI,Gene
1319,23405,gene_protein,DICER1,NCBI,Gene
1321,2844,gene_protein,GPR21,NCBI,Gene
1322,9474,gene_protein,ATG5,NCBI,Gene
1324,4259,gene_protein,MGST3,NCBI,Gene
1326,8556,gene_protein,CDC14A,NCBI,Gene
1328,9722,gene_protein,NOS1AP,NCBI,Gene
1329,10152,gene_protein,ABI2,NCBI,Gene
1330,4026,gene_protein,LPP,NCBI,Gene
1331,7485,gene_protein,GET1,NCBI,Gene
1332,5335,gene_protein,PLCG1,NCBI,Gene
1334,84858,gene_protein,ZNF503,NCBI,Gene
1336,143884,gene_protein,CWF19L2,NCBI,Gene
1337,7739,gene_protein,ZNF185,NCBI,Gene
1339,3224,gene_protein,HOXC8,NCBI,Gene
1340,5071,gene_protein,PRKN,NCBI,Gene
1341,9262,gene_protein,STK17B,NCBI,Gene
1343,6603,gene_protein,SMARCD2,NCBI,Gene
1344,5521,gene_protein,PPP2R2B,NCBI,Gene
1345,996,gene_protein,CDC27,NCBI,Gene
1346,7920,gene_protein,ABHD16A,NCBI,Gene
1347,9391,gene_protein,CIAO1,NCBI,Gene
1349,4642,gene_protein,MYO1D,NCBI,Gene
1350,1387,gene_protein,CREBBP,NCBI,Gene
1351,163050,gene_protein,ZNF564,NCBI,Gene
1352,30817,gene_protein,ADGRE2,NCBI,Gene
1353,54867,gene_protein,TMEM214,NCBI,Gene
1354,10534,gene_protein,ZNRD2,NCBI,Gene
1355,13,gene_protein,AADAC,NCBI,Gene
1357,7260,gene_protein,EIPR1,NCBI,Gene
1358,1877,gene_protein,E4F1,NCBI,Gene
1363,23294,gene_protein,ANKS1A,NCBI,Gene
1367,5892,gene_protein,RAD51D,NCBI,Gene
1368,4540,gene_protein,MT-ND5,NCBI,Gene
1369,326343,gene_protein,MT1DP,NCBI,Gene
1371,788,gene_protein,SLC25A20,NCBI,Gene
1372,9421,gene_protein,HAND1,NCBI,Gene
1373,2100,gene_protein,ESR2,NCBI,Gene
1374,79087,gene_protein,ALG12,NCBI,Gene
1376,79839,gene_protein,CCDC102B,NCBI,Gene
1378,2707,gene_protein,GJB3,NCBI,Gene
1379,5592,gene_protein,PRKG1,NCBI,Gene
1380,116840,gene_protein,CNTROB,NCBI,Gene
1381,202243,gene_protein,CCDC125,NCBI,Gene
1382,6477,gene_protein,SIAH1,NCBI,Gene
1383,3889,gene_protein,KRT83,NCBI,Gene
1386,11077,gene_protein,HSF2BP,NCBI,Gene
1387,9054,gene_protein,NFS1,NCBI,Gene
1388,4085,gene_protein,MAD2L1,NCBI,Gene
1389,1161,gene_protein,ERCC8,NCBI,Gene
1390,4795,gene_protein,NFKBIL1,NCBI,Gene
1391,10158,gene_protein,PDZK1IP1,NCBI,Gene
1394,1114,gene_protein,CHGB,NCBI,Gene
1395,7052,gene_protein,TGM2,NCBI,Gene
1396,29113,gene_protein,C6orf15,NCBI,Gene
1397,64858,gene_protein,DCLRE1B,NCBI,Gene
1398,2119,gene_protein,ETV5,NCBI,Gene
1399,1485,gene_protein,CTAG1B,NCBI,Gene
1400,51203,gene_protein,NUSAP1,NCBI,Gene
1401,7278,gene_protein,TUBA3C,NCBI,Gene
1403,27295,gene_protein,PDLIM3,NCBI,Gene
1404,29890,gene_protein,RBM15B,NCBI,Gene
1405,57185,gene_protein,NIPAL3,NCBI,Gene
1407,3841,gene_protein,KPNA5,NCBI,Gene
1408,23417,gene_protein,MLYCD,NCBI,Gene
1409,2819,gene_protein,GPD1,NCBI,Gene
1411,11281,gene_protein,POU6F2,NCBI,Gene
1412,1263,gene_protein,PLK3,NCBI,Gene
1413,9454,gene_protein,HOMER3,NCBI,Gene
1415,55204,gene_protein,GOLPH3L,NCBI,Gene
1417,8895,gene_protein,CPNE3,NCBI,Gene
1418,28999,gene_protein,KLF15,NCBI,Gene
1419,64755,gene_protein,RUSF1,NCBI,Gene
1420,84243,gene_protein,ZDHHC18,NCBI,Gene
1421,51574,gene_protein,LARP7,NCBI,Gene
1423,91,gene_protein,ACVR1B,NCBI,Gene
1424,866,gene_protein,SERPINA6,NCBI,Gene
1425,55388,gene_protein,MCM10,NCBI,Gene
1426,26136,gene_protein,TES,NCBI,Gene
1427,93487,gene_protein,MAPK1IP1L,NCBI,Gene
1428,51660,gene_protein,MPC1,NCBI,Gene
1429,23144,gene_protein,ZC3H3,NCBI,Gene
1431,23029,gene_protein,RBM34,NCBI,Gene
1432,6554,gene_protein,SLC10A1,NCBI,Gene
1433,51280,gene_protein,GOLM1,NCBI,Gene
1434,84948,gene_protein,TIGD5,NCBI,Gene
1435,10478,gene_protein,SLC25A17,NCBI,Gene
1436,4618,gene_protein,MYF6,NCBI,Gene
1437,7325,gene_protein,UBE2E2,NCBI,Gene
1439,3885,gene_protein,KRT34,NCBI,Gene
1441,2322,gene_protein,FLT3,NCBI,Gene
1442,9638,gene_protein,FEZ1,NCBI,Gene
1443,8930,gene_protein,MBD4,NCBI,Gene
1444,5318,gene_protein,PKP2,NCBI,Gene
1445,509,gene_protein,ATP5F1C,NCBI,Gene
1448,3853,gene_protein,KRT6A,NCBI,Gene
1450,8178,gene_protein,ELL,NCBI,Gene
1452,51398,gene_protein,WDR83OS,NCBI,Gene
1453,1794,gene_protein,DOCK2,NCBI,Gene
1454,6122,gene_protein,RPL3,NCBI,Gene
1455,3329,gene_protein,HSPD1,NCBI,Gene
1456,2882,gene_protein,GPX7,NCBI,Gene
1458,1116,gene_protein,CHI3L1,NCBI,Gene
1459,10817,gene_protein,FRS3,NCBI,Gene
1460,54657,gene_protein,UGT1A4,NCBI,Gene
1461,54585,gene_protein,LZTFL1,NCBI,Gene
1462,2494,gene_protein,NR5A2,NCBI,Gene
1463,165055,gene_protein,CCDC138,NCBI,Gene
1464,8481,gene_protein,OFD1,NCBI,Gene
1465,9205,gene_protein,ZMYM5,NCBI,Gene
1466,8318,gene_protein,CDC45,NCBI,Gene
1469,2043,gene_protein,EPHA4,NCBI,Gene
1471,1187,gene_protein,CLCNKA,NCBI,Gene
1473,1353,gene_protein,COX11,NCBI,Gene
1474,25819,gene_protein,NOCT,NCBI,Gene
1475,6303,gene_protein,SAT1,NCBI,Gene
1476,3868,gene_protein,KRT16,NCBI,Gene
1477,84914,gene_protein,ZNF587,NCBI,Gene
1479,2309,gene_protein,FOXO3,NCBI,Gene
1480,9370,gene_protein,ADIPOQ,NCBI,Gene
1481,54793,gene_protein,KCTD9,NCBI,Gene
1482,5013,gene_protein,OTX1,NCBI,Gene
1483,57159,gene_protein,TRIM54,NCBI,Gene
1485,4210,gene_protein,MEFV,NCBI,Gene
1488,84522,gene_protein,JAGN1,NCBI,Gene
1490,6136,gene_protein,RPL12,NCBI,Gene
1491,7782,gene_protein,SLC30A4,NCBI,Gene
1492,1993,gene_protein,ELAVL2,NCBI,Gene
1493,4914,gene_protein,NTRK1,NCBI,Gene
1494,154,gene_protein,ADRB2,NCBI,Gene
1496,2547,gene_protein,XRCC6,NCBI,Gene
1497,2950,gene_protein,GSTP1,NCBI,Gene
1499,51121,gene_protein,RPL26L1,NCBI,Gene
1501,7644,gene_protein,ZNF91,NCBI,Gene
1502,9869,gene_protein,SETDB1,NCBI,Gene
1503,8434,gene_protein,RECK,NCBI,Gene
1505,8991,gene_protein,SELENBP1,NCBI,Gene
1506,7637,gene_protein,ZNF84,NCBI,Gene
1507,6150,gene_protein,MRPL23,NCBI,Gene
1509,10948,gene_protein,STARD3,NCBI,Gene
1510,4602,gene_protein,MYB,NCBI,Gene
1511,80125,gene_protein,CCDC33,NCBI,Gene
1512,6124,gene_protein,RPL4,NCBI,Gene
1515,5445,gene_protein,PON2,NCBI,Gene
1516,2081,gene_protein,ERN1,NCBI,Gene
1518,6155,gene_protein,RPL27,NCBI,Gene
1519,146779,gene_protein,EFCAB3,NCBI,Gene
1522,6900,gene_protein,CNTN2,NCBI,Gene
1523,974,gene_protein,CD79B,NCBI,Gene
1524,5119,gene_protein,CHMP1A,NCBI,Gene
1527,54507,gene_protein,ADAMTSL4,NCBI,Gene
1528,4342,gene_protein,MOS,NCBI,Gene
1529,4216,gene_protein,MAP3K4,NCBI,Gene
1530,613,gene_protein,BCR,NCBI,Gene
1532,7311,gene_protein,UBA52,NCBI,Gene
1533,3572,gene_protein,IL6ST,NCBI,Gene
1535,30061,gene_protein,SLC40A1,NCBI,Gene
1536,30818,gene_protein,KCNIP3,NCBI,Gene
1537,4093,gene_protein,SMAD9,NCBI,Gene
1538,5533,gene_protein,PPP3CC,NCBI,Gene
1539,3225,gene_protein,HOXC9,NCBI,Gene
1542,2803,gene_protein,GOLGA4,NCBI,Gene
1544,8000,gene_protein,PSCA,NCBI,Gene
1545,1316,gene_protein,KLF6,NCBI,Gene
1548,84217,gene_protein,ZMYND12,NCBI,Gene
1549,6297,gene_protein,SALL2,NCBI,Gene
1550,10246,gene_protein,SLC17A2,NCBI,Gene
1551,1942,gene_protein,EFNA1,NCBI,Gene
1553,3798,gene_protein,KIF5A,NCBI,Gene
1554,8735,gene_protein,MYH13,NCBI,Gene
1556,3678,gene_protein,ITGA5,NCBI,Gene
1557,2200,gene_protein,FBN1,NCBI,Gene
1559,2625,gene_protein,GATA3,NCBI,Gene
1561,23087,gene_protein,TRIM35,NCBI,Gene
1562,84461,gene_protein,NEURL4,NCBI,Gene
1564,23765,gene_protein,IL17RA,NCBI,Gene
1565,10648,gene_protein,SCGB1D1,NCBI,Gene
1566,51157,gene_protein,ZNF580,NCBI,Gene
1568,4956,gene_protein,ODF1,NCBI,Gene
1569,3860,gene_protein,KRT13,NCBI,Gene
1570,10810,gene_protein,WASF3,NCBI,Gene
1571,55138,gene_protein,FAM90A1,NCBI,Gene
1574,6196,gene_protein,RPS6KA2,NCBI,Gene
1575,58491,gene_protein,ZNF71,NCBI,Gene
1578,1326,gene_protein,MAP3K8,NCBI,Gene
1579,9778,gene_protein,KIAA0232,NCBI,Gene
1583,7410,gene_protein,VAV2,NCBI,Gene
1584,23107,gene_protein,MRPS27,NCBI,Gene
1585,11339,gene_protein,OIP5,NCBI,Gene
1586,7023,gene_protein,TFAP4,NCBI,Gene
1588,2781,gene_protein,GNAZ,NCBI,Gene
1589,337880,gene_protein,KRTAP11-1,NCBI,Gene
1591,7517,gene_protein,XRCC3,NCBI,Gene
1592,3117,gene_protein,HLA-DQA1,NCBI,Gene
1593,54880,gene_protein,BCOR,NCBI,Gene
1594,27346,gene_protein,TMEM97,NCBI,Gene
1595,27037,gene_protein,TRMT2A,NCBI,Gene
1598,4939,gene_protein,OAS2,NCBI,Gene
1600,4089,gene_protein,SMAD4,NCBI,Gene
1601,863,gene_protein,CBFA2T3,NCBI,Gene
